full_date_time,config_name,latitude,longitude,elevation,anno,mese,day,hour,prod,peakpower
2022-01-06,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,06,18,0.0,136.8
2022-01-06,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,06,19,0.0,136.8
2022-01-06,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,06,20,0.0,136.8
2022-01-06,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,06,21,0.0,136.8
2022-01-06,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,06,22,0.0,136.8
2022-01-06,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,06,23,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,00,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,01,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,02,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,03,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,04,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,05,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,06,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,07,19.07813,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,08,54.978550000000006,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,09,58.19609,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,10,69.71054,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,11,76.6422,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,12,80.47807,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,13,72.39456,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,14,43.80883,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,15,26.331259999999997,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,16,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,17,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,18,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,19,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,20,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,21,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,22,0.0,136.8
2022-01-07,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,07,23,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,00,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,01,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,02,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,03,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,04,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,05,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,06,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,07,17.987830000000002,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,08,56.967620000000004,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,09,78.69557,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,10,90.41386,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,11,94.00211999999999,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,12,88.4371,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,13,77.02798,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,14,57.661199999999994,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,15,25.43386,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,16,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,17,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,18,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,19,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,20,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,21,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,22,0.0,136.8
2022-01-08,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,08,23,0.0,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,00,0.0,136.8
2022-01-09,Modulo VE472PV ppw 136,43.18198,12.44500,222.0,2022,gen,09,01,0.0,136.8
